"@JAjowele Leave that thing, na fresh you fresh, you no kill person.",2021-02-09 17:37:14.175470080,MetroVancouver,Negative
THE JOURNEY IS\n FROM HERE TO HERE. \nAND THE ONLY TIME YOU \nCAN ARRIVE IS NOW. \n\n- Leonard Jacobson,2021-02-09 17:37:31.556924160,MetroVancouver,Positive
"@LeafRollin Yeah. I won't drag their specific names. They know who they are.\n\nShit happens, sure there is a lot of\u2026 https://t.co/LE3gRUmjXb",2021-02-09 17:37:31.561148928,MetroVancouver,Positive
Awesome stuff @BellMediaPR. You absolute ghouls. LET\u2019S TALK ABOUT THAT.,2021-02-09 17:37:35.722401024,MetroVancouver,Positive
Yo votar\xe9 TODO MORENA pero s\xed el @PartidoMorenaMx NO se pone PILAS habr\xe1n cientos de chapulines tipo Lilly T\xe9llez y\u2026 https://t.co/J0WsKDrCHV,2021-02-09 17:37:37.125533184,MetroVancouver,Positive
@chestnutlife @styled_eq I recently switched her to this grain in the last four months for the extra fat during the\u2026 https://t.co/1M64bix4Sz,2021-02-09 17:37:44.527228160,MetroVancouver,Positive
A new babe graced my bedroom\ud83d\udc9a\u2728 \n#fern #plantsofinstagram #goodvibes @ The Purple Oasis https://t.co/jnKtJCziBe,2021-02-09 17:38:26.726387968,MetroVancouver,Positive
"@chestnutlife @styled_eq Is like the perfect in between for her! And then of course she gets free choice hay, just a good quality local",2021-02-09 17:38:36.558715136,MetroVancouver,Positive
Who knew that using your on-air culture to weaponized and cannibalize their own home market demographic would have\u2026 https://t.co/bWpjdO8i7P,2021-02-09 17:38:38.621522944,MetroVancouver,Positive
"Thank you so much, Mo! I\u2019m back in air with you guys today after a nice little birthday staycation! \ud83e\udd73",2021-02-09 17:38:40.673773056,MetroVancouver,Positive
@iam_jibolar Ha!\n\nLori Iro re \u1ecd! https://t.co/5iXXUMrfhG,2021-02-09 17:38:42.331599104,MetroVancouver,Positive
"@prageru Ya, tell Scandinavia.",2021-02-09 17:38:49.360717056,MetroVancouver,Positive
Meus mi\xf3jos meu,2021-02-09 17:38:52.301500160,MetroVancouver,Negative
Wtf now I have to listen to @Sportsnet650 what the fuck. Where's @TSN1040 gone. I'd rather listen to nothing on rad\u2026 https://t.co/nFGcFId09L,2021-02-09 17:38:57.568884992,MetroVancouver,Positive
@JAjowele Standard!\n\nI dey feel you.,2021-02-09 17:39:18.656734976,MetroVancouver,Negative
@canucksteeler @BellMediaPR There is no way to do it well.,2021-02-09 17:39:30.372083968,MetroVancouver,Positive
"As always, an excellent article:  Swap pursuit of happiness for pursuit of well-being instead, writes Jennifer Moss",2021-02-09 17:39:33.831265024,MetroVancouver,Positive
@CaATiER_Chop_ER @LickertHeiko @beta_cell @FerronMathieu I will have to read the paper closely...,2021-02-09 17:39:35.371104,MetroVancouver,Negative
FUCK BELL MEDIA,2021-02-09 17:39:39.472850944,MetroVancouver,Negative
#MarchaDeLaLealtad #AMLOmasFuertequeNunca,2021-02-09 17:40:00.778394880,MetroVancouver,Negative
@DeltaBCDad @BC_Moves We already do subsidize and it doesn't work well. Right now ticketing and routes are a mess.\u2026 https://t.co/AaCiW3RTp8,2021-02-09 17:40:11.928364032,MetroVancouver,Positive
@Ginger624 Why didn\u2019t they leave already? Cannot find  a job perhaps?,2021-02-09 17:40:12.556001792,MetroVancouver,Negative
@suelenaf HAHAHAHAHA AMOGAAAA,2021-02-09 17:40:24.797753088,MetroVancouver,Negative
"Just posted a photo @ Maple Ridge, British Columbia https://t.co/JpxqKa9u5W",2021-02-09 17:40:50.920377856,MetroVancouver,Positive
@Brandon44209795 @tommykippes Ok that\u2019s where I draw the line! Donnie and the amok are ghandi too?!?! What. \nThe. \nFuck?!?! Bell media?!?!,2021-02-09 17:40:56.046372864,MetroVancouver,Negative
Wow,2021-02-09 17:41:21.753936896,MetroVancouver,Negative
@twephen @j_mcelroy \u201cLet\u2019s bullshit\u201d is just an advertising tool.,2021-02-09 17:41:30.770601984,MetroVancouver,Negative
@kathygriffin Pussy,2021-02-09 17:41:41.768920832,MetroVancouver,Positive
Horrible news for the 1040 crew members. Hoping they land on their feet soon,2021-02-09 17:42:00.220196096,MetroVancouver,Positive
"Just posted a photo @ Port Coquitlam, British Columbia https://t.co/kqqRmRvF42",2021-02-09 17:42:00.397417984,MetroVancouver,Positive
@6456club \ud83d\ude0d\ud83d\ude0d\ud83d\ude0dLove too!,2021-02-09 17:42:00.681714176,MetroVancouver,Negative
@dagger1977 Scrapped our radio station just like that. Perhaps this is more fitting. All the best the TSN team from\u2026 https://t.co/pkjEvAGbfo,2021-02-09 17:42:07.692034048,MetroVancouver,Positive
@HumanistSocial2 @RomeUnholy I'm a social Democrat.  I'm never disappointed. The struggle is the thing.,2021-02-09 17:42:16.988462080,MetroVancouver,Negative
What a crock of shit. Screw you @Bell @BellMediaPR. How do you can an entire radio station? What a Damn joke.\u2026 https://t.co/QByhUHcKr7,2021-02-09 17:42:20.449563904,MetroVancouver,Positive
@MollyJongFast Big deep breath Molly? Pretend you are someone else? Living on Mars.,2021-02-09 17:42:22.465574144,MetroVancouver,Negative
Simply the truth - #COVID19  #MentalHealthAwareness,2021-02-09 17:42:36.733383936,MetroVancouver,Negative
@irfgaffar \u2639\ufe0f,2021-02-09 17:42:38.263151872,MetroVancouver,Negative
@deebizzo I hear you... https://t.co/pXycjU64if,2021-02-09 17:42:47.102324992,MetroVancouver,Negative
So thankful to @TSN1040 for allowing me to intern and listen along to amazing discussions for the last year or so\u2026 https://t.co/DIpHddSQpF,2021-02-09 17:42:48.877075968,MetroVancouver,Positive
"@HitCockBottom \nSo at the end of all this, because we never get the whole story till 30 years later it seems, let\u2019s\u2026 https://t.co/ifYnKDkhpz",2021-02-09 17:42:52.353607936,MetroVancouver,Negative
@NGhoussoub @NSERC_CRSNG @FP_Champagne @ChiefSciCan Double the PhD stipend and research labs will stop using them a\u2026 https://t.co/mdGokkq6bS,2021-02-09 17:42:52.884524032,MetroVancouver,Negative
"a hoax, and it wasn\u2019t over in just a year. But history is forgotten, and so true to the adage,  it\u2019s destined to re\u2026 https://t.co/38PepsPQp8",2021-02-09 17:42:53.404877824,MetroVancouver,Positive
I\u2019m in shock.,2021-02-09 17:43:24.861378816,MetroVancouver,Negative
@bsbrown1987 @wx_washington Until Monday,2021-02-09 17:43:26.402586880,MetroVancouver,Negative
@BellMediaPR you guys are garbage. You made a huge mistake. I will never support anything you promote going forward\u2026 https://t.co/tFIRiNppIN,2021-02-09 17:43:28.010631168,MetroVancouver,Positive
https://t.co/Dfn7C2bedt,2021-02-09 17:43:34.311533824,MetroVancouver,Positive
@colorado426 Don't get too excited yet. Wait til Thursday. Just enjoy whatever falls tomorrow.,2021-02-09 17:43:37.814583040,MetroVancouver,Positive
It\u2019s not a coincidence that they do this right after building up some good PR with \u201clet\u2019s talk\u201d day. What a disinge\u2026 https://t.co/QGFbD4xmu9,2021-02-09 17:44:03.706567936,MetroVancouver,Positive
@_hassanahmed9 i feel the same. Horrendously terrible day. I just don't know how to deal with this bruh,2021-02-09 17:44:05.478189824,MetroVancouver,Negative
@TSN_Sports @BellMediaPR very low move today.  I\u2019m vowing to boycott all Bell products.  @mattsekeres @mcletch\u2026 https://t.co/sGwXZptkEy,2021-02-09 17:44:08.425466112,MetroVancouver,Positive
STOP CROPPING DOGS EARS !!,2021-02-09 17:44:09.514951936,MetroVancouver,Negative
@Rad_Nikkiyvr The whole station is done?,2021-02-09 17:44:30.275811072,MetroVancouver,Positive
Nacerenvejecermorir https://t.co/bEJVFkN5H0,2021-02-09 17:44:35.666078976,MetroVancouver,Positive
"Just posted a photo @ Abbotsford, British Columbia https://t.co/Og4nuvtEeh",2021-02-09 17:44:36.337182976,MetroVancouver,Positive
Rapaz vo ter que bloquear as pessoa pq se n\xe3o for assim eu n\xe3o saio da cabe\xe7a nem da tl delas,2021-02-09 17:44:50.864007936,MetroVancouver,Negative
\u201cIt\u201d was never really \u201cP\u201d.,2021-02-09 17:44:56.789860096,MetroVancouver,Negative
13.59 minute miles https://t.co/DWxmDd2vww,2021-02-09 17:44:59.666148864,MetroVancouver,Positive
Tuitazo azo azo \n\ncc. @aguilarcamin @EnriqueKrauze @Leonkrauze @CarlosLoret @brozoxmiswebs @CiroGomezLeyva\u2026 https://t.co/anxdLodaZW,2021-02-09 17:45:23.352600064,MetroVancouver,Positive
"@Oz_in_OK @brian_sebor @BanGaoRen @RomeUnholy What I've noticed over the years is that USA left is full of talkers,\u2026 https://t.co/Ei8N90Mdin",2021-02-09 17:45:29.666505216,MetroVancouver,Positive
@JasonMillerinDC,2021-02-09 17:45:42.827600896,MetroVancouver,Negative
@JasonBroughTSN what the hell? What a business.,2021-02-09 17:45:54.250612992,MetroVancouver,Negative
N\xe3o tem sororidade que me impe\xe7a de sair na porrada co radfem,2021-02-09 17:46:04.798515200,MetroVancouver,Negative
@patersonjeff Hope to hear your back on the air soon J-pat,2021-02-09 17:46:08.479501056,MetroVancouver,Negative
@FerronMathieu @CaATiER_Chop_ER @LickertHeiko @beta_cell I think Laura Alonso\u2019s ATF6 dependent mild ER stress induc\u2026 https://t.co/dNNLEXvGPj,2021-02-09 17:46:19.451830016,MetroVancouver,Positive
I\u2019m watching as my confidence in snow is skyrocketing\ud83d\ude42!,2021-02-09 17:46:20.143426048,MetroVancouver,Positive
\ud83d\ude0e\ud83d\udc47\ud83c\udffd\ud83d\ude0e\ud83d\udc47\ud83c\udffd\ud83d\ude0e,2021-02-09 17:46:25.460724224,MetroVancouver,Negative
Good point. You know about the Uihleins ? Put the  light on them.,2021-02-09 17:46:29.813619968,MetroVancouver,Positive
Things you LOVE to see!\n\n[Video of two families arriving at school by bicycle] https://t.co/EJi95nrJEL,2021-02-09 17:46:43.122756096,MetroVancouver,Positive
Will there finally be snow this weekend in #Vancouver ?,2021-02-09 17:46:51.887968,MetroVancouver,Positive
@CaATiER_Chop_ER @FerronMathieu @LickertHeiko @beta_cell We see one of them altered in @SisSkovsoe \u2018s BIRKO,2021-02-09 17:46:56.265615104,MetroVancouver,Positive
@brian_sebor @BanGaoRen @RomeUnholy I'M retire. I dont get CERB. BTW it has been transformed.,2021-02-09 17:46:57.074140928,MetroVancouver,Negative
"Que the music! \u201cTime of Your Life\u201d, Green Day - signed it off. Now just random music playing \u2639\ufe0f. Sad news! Heart go\u2026 https://t.co/nEqQrY3eFB",2021-02-09 17:46:59.886145024,MetroVancouver,Negative
Where is @TSN1040 playing music on the station. @BellMediaPR #SportsRadio What is actually going on?,2021-02-09 17:47:02.981836032,MetroVancouver,Negative
"@S_W_O_L_E @realjuliasong The numbers go up because of the spikes after events. Like the Brecks commercial, and so\u2026 https://t.co/Ie6GwGWWd0",2021-02-09 17:47:06.617325056,MetroVancouver,Positive
@HeyNurse_lb https://t.co/0WRt5hPsdM,2021-02-09 17:47:10.342242048,MetroVancouver,Positive
Gutted by this news. Just brutal. Thinking of my friends and former colleagues at 1040. Good people who deserved better,2021-02-09 17:47:23.451746816,MetroVancouver,Positive
Exactamente \n\ud83d\udc47\ud83c\udffd\ud83d\udc47\ud83c\udffd\ud83d\udc47\ud83c\udffd,2021-02-09 17:47:31.427331072,MetroVancouver,Negative
"Just posted a photo @ Surrey, British Columbia https://t.co/7N0Pxf2TNY",2021-02-09 17:47:31.867554048,MetroVancouver,Positive
@NdCal36 @prageru https://t.co/xPQqAeKRKC,2021-02-09 17:47:38.855561984,MetroVancouver,Positive
for grave plots or garden...,2021-02-09 17:48:04.298301952,MetroVancouver,Positive
#CFEesM\xe9xico,2021-02-09 17:48:23.060736768,MetroVancouver,Negative
E vcs hyparam ele de lindo antes do programa come\xe7ar eu lembro heim,2021-02-09 17:48:29.248296960,MetroVancouver,Negative
Thinking of everyone who is unexpectedly unemployed this morning. It\u2019s never good to lose a job when it\u2019s out of yo\u2026 https://t.co/t2QY3deMPT,2021-02-09 17:48:43.499484160,MetroVancouver,Positive
@dallassmith Wow,2021-02-09 17:48:59.775448064,MetroVancouver,Negative
@chris_kouv wow you\u2019re really just going about making my dreams come true eh!? \ud83e\udd7a,2021-02-09 17:49:03.446221056,MetroVancouver,Negative
@CoachDhillon @BellMediaPR Horrible...in the middle of Halford and Brough,2021-02-09 17:49:37.711096064,MetroVancouver,Negative
@Capybits @BellMediaPR If they treat their customers like they treat their staff that\u2019s not surprising.,2021-02-09 17:49:37.783575040,MetroVancouver,Negative
@FarhanLaljiTSN @TSN1040 @mattsekeres @BlakePriceTSN @patersonjeff @HalfordTSN @JasonBroughTSN @DonTaylor5 Going to\u2026 https://t.co/vl2syV25Tg,2021-02-09 17:49:39.479983104,MetroVancouver,Positive
Looking for someone named Rashawd to be my twitch mod so I can say. Shout out to my Mod Rashawd. https://t.co/8rObSgjoGd,2021-02-09 17:50:00.060958976,MetroVancouver,Positive
Odeio me estralar no frio agonia da porra,2021-02-09 17:50:00.692271872,MetroVancouver,Negative
@kevinsgonriding @ParkBoard @Dave_Eby @BowinnMa @SusieChant_nvs I hate that for you. So glad you\u2019re okay.,2021-02-09 17:50:04.277307904,MetroVancouver,Positive
"Just posted a photo @ Surrey, British Columbia https://t.co/7IaS8xe9N6",2021-02-09 17:50:13.877996032,MetroVancouver,Positive
All the divas who work in customer service directly with customers need like a five month long break after the panorama is done..,2021-02-09 17:50:29.611619072,MetroVancouver,Negative
"So many questions with regards to tsn1040 going away, the main question being what is @taj1944 gonna do with all this free time now?",2021-02-09 17:50:42.785773056,MetroVancouver,Negative
@carrybeyond Man from Mars obviously.,2021-02-09 17:50:54.686681088,MetroVancouver,Positive
BOYCOTT BELL. @BellMediaPR #BOYCOTTBELL \ud83d\udeab\ud83d\udeab\ud83d\udeab https://t.co/meFDSkJ2db,2021-02-09 17:50:59.194458880,MetroVancouver,Positive
@pauldebron I hope someone takes dump in the hallway on their way out.,2021-02-09 17:51:07.395514112,MetroVancouver,Negative
@Thuzissimo Amigo sos ele tem cara de quem n\xe3o toma banho,2021-02-09 17:51:18.816536064,MetroVancouver,Negative
"WAP (wet ass Pierce) @ Vancouver, British Columbia https://t.co/zT5rJbKEYw",2021-02-09 17:51:24.542923008,MetroVancouver,Positive
@AdinaRWilliams Beauty! Now just make a new rendition or follow up movie to it. #SmokeSignals @adamruebenbeach great movie.,2021-02-09 17:51:26.727757056,MetroVancouver,Positive
@ThomasDrance @SimonFudge74 Nuts....was listening while dropping my kid at school. I will miss the on air personalities...tough day.,2021-02-09 17:51:28.550808832,MetroVancouver,Negative
@NdCal36 @prageru Socialism hasn't meant government ownership in weater democracies since WW1. Socialism means free\u2026 https://t.co/nP4VM1Xopy,2021-02-09 17:51:40.697984,MetroVancouver,Positive
"This industry is brutal. Big mistake, @BellMediaPR.",2021-02-09 17:51:42.800252928,MetroVancouver,Positive
Just posted a photo @ BiBo Pizzeria con Cucina https://t.co/LjGZCOStSe,2021-02-09 17:51:43.975023872,MetroVancouver,Positive
https://t.co/a2JZs6T4so,2021-02-09 17:51:44.895951872,MetroVancouver,Positive
@Araash44 \u062d\u062a\u0645\u0627\u064b \u062e\u0648\u0628 \u0645\u064a\u0634\u064a,2021-02-09 17:51:57.493384960,MetroVancouver,Negative
@canucklehead343 @tpardy21 they're unlistenable,2021-02-09 17:52:07.956804096,MetroVancouver,Positive
"@jhaahjj @elladeonRH @realjuliasong Can\u2019t argue with you Jason.  Will agree to disagree , it all depends on how you\u2026 https://t.co/mUuPRD0AeG",2021-02-09 17:52:15.311003904,MetroVancouver,Positive
Eu j\xe1 sou do time que gosta de ver justamente pra passar raiva,2021-02-09 17:52:38.365796096,MetroVancouver,Positive
@mjfree https://t.co/aLXgMimuyJ,2021-02-09 17:52:39.413538048,MetroVancouver,Positive
"\xbfQu\xe9 tendr\xe1n en sus diminutas cabecitas, los pendejos y pendejas que exigen resultados en dos a\xf1os, y callaron como\u2026 https://t.co/RFFoTAhUvB",2021-02-09 17:52:40.463802112,MetroVancouver,Positive
@NdCal36 @prageru Western*,2021-02-09 17:52:55.689852928,MetroVancouver,Negative
@cogno a witch's tit.,2021-02-09 17:53:14.538738944,MetroVancouver,Negative
Vancouver starts 2021 off with 52% jump in home sales https://t.co/wQMFjlsd8J BuzzBuzzReport via @livabl_ #vanRE,2021-02-09 17:53:23.592957952,MetroVancouver,Positive
I am shocked and saddened by this news. I\u2019ve been a loyal listener of @TSN1040 for years. They\u2019ve been the best in\u2026 https://t.co/Fv3M0DWct0,2021-02-09 17:53:40.416953088,MetroVancouver,Positive
@ThomasDrance Absolutely heart wrenching.,2021-02-09 17:53:59.282278912,MetroVancouver,Negative
@lauferlaw @KatiePhang Cannot face the \u201cmusic\u201d?,2021-02-09 17:54:06.112386816,MetroVancouver,Positive
Website and social media already scrubbed. I know people who work there. Good people. I\u2019m so mad. #TSN1040 https://t.co/898HDJj3Jt,2021-02-09 17:54:37.448828928,MetroVancouver,Positive
"Just posted a photo @ Vancouver, British Columbia https://t.co/lMboWHeI8B",2021-02-09 17:54:46.011235840,MetroVancouver,Positive
@PhyllisDalley cette fa\xe7on de regarder l'avenir ressemble \xe0 ramener le discours au niveau linguistique Fr|An blancs\u2026 https://t.co/1Gvjfv1Zvn,2021-02-09 17:54:48.418812928,MetroVancouver,Positive
@christoaivalis Bernie believes that a president gets the cabinet he chooses. There is a certain go along to get along about politics.,2021-02-09 17:55:12.129623808,MetroVancouver,Negative
@randomusernames Little stubborn guy won\u2019t give up that easy!,2021-02-09 17:55:18.819077888,MetroVancouver,Positive
@emmdunderdaale Here for you!  Hope you counted me in! \ud83d\udc95,2021-02-09 17:55:33.908830976,MetroVancouver,Negative
Exactamente eso estaba pensando \ud83d\udc47\ud83c\udffd\n\nY agregar\xeda en su momento el aeropuerto de Texcoco \xbf-imag\xednense s\xed no hubiese g\u2026 https://t.co/Qc4gmWc5gB,2021-02-09 17:55:49.961974016,MetroVancouver,Positive
Post #zoomuniversity show \ud83e\udd13 #sellingcontent #buyingcontent #sugardaddy #nsfw #onlyfans https://t.co/rRtR1XgmvO,2021-02-09 17:55:58.149596928,MetroVancouver,Positive
@BoreandConfuse That never entered the discussion and is so far out in left field it\u2019s laughable. In extraordinary\u2026 https://t.co/IVpVDNeHjj,2021-02-09 17:56:03.970443008,MetroVancouver,Positive
Ditto. I have 42 business lines with Bell. I'll be looking to switch as well. Bullshit news,2021-02-09 17:56:10.281605888,MetroVancouver,Positive
Crisp morning on the dike. @ Beach Grove https://t.co/5Lt7SZ61r2,2021-02-09 17:56:12.577698048,MetroVancouver,Positive
@Techman_1 @AdamantAnarchy @HitCockBottom \ud83d\ude02\ud83e\udd23\ud83d\ude02,2021-02-09 17:56:28.471293952,MetroVancouver,Negative
@WoodfordinDK @JanetBrown980 Not good news at all. Pretty pissed off.,2021-02-09 17:56:34.484164096,MetroVancouver,Positive
"@patersonjeff Jeff, I\u2019m so sorry to hear, and you\u2019ll obviously be bombarded with messages of support, but it\u2019s been\u2026 https://t.co/GsSrhbkjG7",2021-02-09 17:56:48.466811904,MetroVancouver,Negative
@StevenDelDuca @fordnation Ya and Liberals talk a good game about worker rights when there in opposition and them t\u2026 https://t.co/ownmFzOrd7,2021-02-09 17:56:55.501161984,MetroVancouver,Negative
#EsUnHonorEstarConObrador #EsUnHonorEstarConMySweetieCottonhead\ud83e\uddd3\ud83c\udffd,2021-02-09 17:57:12.726182912,MetroVancouver,Negative
@dagenmcdowell best honest commentator on fox #\ud83d\udc95 from canada,2021-02-09 17:57:39.070606080,MetroVancouver,Negative
@thomaskaine5 He knows how ugly his remaining days will be as he has to find new attorney\u2019s. All who will need deposits /retainers up front.,2021-02-09 17:57:41.696420864,MetroVancouver,Negative
"@d0c_z1ck @AdamantAnarchy @HitCockBottom How come no ones that Biden\u2019s gaffs, come as he gets more worked up about\u2026 https://t.co/HPEhV1ybnN",2021-02-09 17:58:06.247383040,MetroVancouver,Positive
"Good morning Bby. \nTardy, tardy, very tardy, but it's okay.\ud83d\ude06 \nAnyway, the sales assignment complete, so my next cha\u2026 https://t.co/WKv7BK5rwZ",2021-02-09 17:58:17.107316992,MetroVancouver,Positive
Pictorius\xae is open to negotiation \ud83d\udcbc Project exclusive only for @Hallmark @HallmarkB2B @GapInc and stores: @Gap\u2026 https://t.co/55J7He8L6y,2021-02-09 17:58:20.610914048,MetroVancouver,Positive
"@moodandnoise Radio sucks, but let\u2019s talk day just takes this to a whole other level.",2021-02-09 17:58:30.448684032,MetroVancouver,Positive
I just want to say Vancouver sports radio will never be the same without @HalfordTSN @JasonBroughTSN\u2026 https://t.co/2xJxrtDMT8,2021-02-09 17:58:43.023230976,MetroVancouver,Positive
"Just posted a photo @ Vancouver, British Columbia https://t.co/Pz8xAjpSbb",2021-02-09 17:58:46.583080960,MetroVancouver,Positive
"Man Bell really canned 1040, mid show too. Gross",2021-02-09 17:59:05.034388992,MetroVancouver,Negative
@ChrisFaber39 @Bell #Ruthless corporate move #BellLetsTalk,2021-02-09 17:59:11.019480064,MetroVancouver,Positive
@jspencer67 @realjuliasong Looks like I\u2019ve hit a nerve. People usually react like this when their on the wrong side\u2026 https://t.co/Xw4G4cGtza,2021-02-09 17:59:36.137611008,MetroVancouver,Negative
Pictorius\xae is open to negotiation \ud83d\udcbc Project exclusive only for @Hallmark @HallmarkB2B @GapInc and stores: @Gap\u2026 https://t.co/fKYmkNuAhO,2021-02-09 17:59:36.141992960,MetroVancouver,Positive
\u2764 Starts Wednesday February 10th to \nSunday February 14th \n10:00am to 5:00pm \u2764 @ North Shore Pawn Shop https://t.co/Rr0550X1f0,2021-02-09 17:59:38.477794048,MetroVancouver,Positive
What a brutal day for broadcasting in Vancouver. Thinking of all my friends affected. You loved &amp; supported my fami\u2026 https://t.co/oLprJHB1IH,2021-02-09 17:59:46.190644992,MetroVancouver,Positive
Can\u2019t believe what I\u2019m seeing and hearing. Long live 1040. Feel so terrible for all their incredible hosts and staff.,2021-02-09 17:59:58.787380992,MetroVancouver,Negative
"@RickyPh19899842 @realjuliasong Yep, like a fox. See you at the finish line.",2021-02-09 18:00:30.945971968,MetroVancouver,Positive
@moodandnoise Sad but true. If anything it will improve their bottom line and make shareholders happy.,2021-02-09 18:00:35.918263808,MetroVancouver,Negative
Pictorius\xae is open to negotiation \ud83d\udcbc Project exclusive only for @Macys and stores: @MacysBackstage @macysnews\u2026 https://t.co/oFy4t9M17J,2021-02-09 18:01:07.052498944,MetroVancouver,Positive
"Ever wonder who's behind the illegal and often violent ""tent cities"" in Canada? \n\nHow they organize and what it is,\u2026 https://t.co/zqQnrLKek7",2021-02-09 18:01:13.326556928,MetroVancouver,Positive
"Very saddened to hear about Bell\u2019s decision to shutter #TSN1040 today. Have done business with them for many years,\u2026 https://t.co/Su7OLFZb9F",2021-02-09 18:01:24.761388032,MetroVancouver,Positive
@Stonekettle Spot on... choices were made! https://t.co/LRRqwl6Hg8,2021-02-09 18:01:37.375153920,MetroVancouver,Positive
"@BeerGeekSmit @Ben_coli I'll pass, thanks.",2021-02-09 18:01:46.779257088,MetroVancouver,Positive
"I enjoyed bringing my show Grand Illusions Virtual Interactive to a couple of TD Canada Trust, United Way Donor Cel\u2026 https://t.co/j6US5smO3L",2021-02-09 18:01:58.420912896,MetroVancouver,Positive
"So gutted by this news, 1040 will be greatly missed. Fuck you @BellMediaPR #boycottbell",2021-02-09 18:02:05.634174208,MetroVancouver,Negative
@Twitter https://t.co/KOTWRhlk7M,2021-02-09 18:02:05.832001024,MetroVancouver,Positive
You don't know how lucky you are when someone asks you for help. \nGod has given you enough that you can help someon\u2026 https://t.co/Kyspwy4xNu,2021-02-09 18:02:08.238620160,MetroVancouver,Positive
@benoitbruneau Same. If we had properly invested in medical research and manufacturing capacity over the past 20 ye\u2026 https://t.co/FxaNCu55IE,2021-02-09 18:02:14.029315072,MetroVancouver,Positive
Present status forecast:;: #themagician https://t.co/qwJ2U17RdT,2021-02-09 18:02:14.419190016,MetroVancouver,Positive
#NXTsteppIN...#futureenterprises #HA!\xa9\u2122Dare~To~Dream,2021-02-09 18:02:14.594492928,MetroVancouver,Positive
"@thetreyofman @HumanistSocial2 @RomeUnholy Nope. Organize, educate, resist, there literally is no viable alternatjv\u2026 https://t.co/KNco6oeidR",2021-02-09 18:02:19.735969024,MetroVancouver,Positive
"@JamesCybulski If it\u2019s corporate ,money is they care about  # mental help Bell. lololol",2021-02-09 18:02:28.066654976,MetroVancouver,Negative
